Land/Sea,ERA5Year,ERA5Month,ERA5Day,ERA5Hour,MODIS_Day,MODIS_Hour,MODIS_Minute,VIIRSDay,VIIRSHour,VIIRSMinute,iPos,jPos,DeltaTime1,DeltaTime2,B1_MODIS,B2_MODIS,B3_MODIS,B4_MODIS,B5_MODIS,B6_MODIS,B7_MODIS,B8_MODIS,B9_MODIS,B10_MODIS,B11_MODIS,B12_MODIS,B13_MODIS,B14_MODIS,B15_MODIS,B16_MODIS,B17_MODIS,B18_MODIS,B19_MODIS,B1_VIIRS,B2_VIIRS,B3_VIIRS,B4_VIIRS,B5_VIIRS,B6_VIIRS,B7_VIIRS,B8_VIIRS,B9_VIIRS,B10_VIIRS,B11_VIIRS,VZA_MODIS,VAA_MODIS,SZA_MODIS,SAA_MODIS,CLM_MODIS,VZA_VIIRS,VAA_VIIRS,SZA_VIIRS,SAA_VIIRS,CLM_VIIRS,NDVI,dTime
L,2021,03,16,8,16,8,5,16,7,55,160,262,5.6,-4.9,266.9231873,169.9219971,367.8631897,303.4136963,43.1440201,5.3475351,0.8188787,314.3064575,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140.8649139,313.5229492,338.9890442,360.6279602,315.8200073,271.4934387,0.0000000,168.0653839,42.3500443,1.1719354,4.3188491,1.9433160,39.1,71.8,51.8,-174.2,4.00,31.8,72.3,51.6,-177.5,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,160,263,5.6,-5.0,264.9999084,169.1844482,364.0504456,300.6051636,42.9321327,5.1496758,0.7836406,311.0563965,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140.3865509,310.1953125,335.5326538,357.2415771,313.1434937,269.6424866,0.0000000,167.3904419,42.0639343,1.1833107,4.1822534,1.8863659,38.2,71.3,51.8,-173.9,4.00,30.8,71.7,51.7,-177.1,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,160,264,5.6,-5.0,264.6557617,169.4681244,361.7594604,299.6763916,43.5059357,5.4120584,0.8254238,307.9935608,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140.5832825,306.2682800,331.7777100,353.7121887,310.6419373,268.1419983,0.0000000,167.0092316,42.4436569,1.1358795,4.3602538,1.9458956,37.1,72.1,51.8,-173.5,4.00,29.8,72.7,51.7,-176.8,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,160,265,5.6,-5.0,267.0851746,171.0038300,364.7015076,302.5066528,44.5014839,5.6930280,0.8673311,310.0356140,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,141.9204254,309.4887085,335.3105774,357.7331238,314.2911987,271.2156372,0.0000000,168.8703308,43.4761124,1.1349643,4.6021552,2.0373878,36.1,71.7,51.8,-173.2,4.00,28.8,72.2,51.7,-176.5,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,160,266,5.5,-5.0,268.3648071,171.4005737,367.8599548,304.4751892,43.6352425,5.3473349,0.7997394,313.0966187,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,142.0325928,312.3547974,338.1391296,360.2070312,316.0182800,272.1373596,0.0000000,169.1637726,42.6366501,1.1071318,4.2749615,1.9126527,35.0,72.3,51.8,-172.9,4.00,27.7,71.6,51.7,-176.2,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,160,267,5.5,-5.0,270.4490662,172.2536163,371.8703613,307.0987854,43.2532539,5.0053978,0.7305552,317.1791687,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,142.9347992,316.5546875,342.2646484,364.3929138,319.1897278,274.4552002,0.0000000,170.2711334,42.4002762,1.1827677,4.0061922,1.8340509,33.9,73.2,51.8,-172.6,4.00,26.6,72.8,51.7,-175.9,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,160,268,5.5,-5.0,270.6800232,172.2100067,372.9644470,307.6596985,43.1575737,4.9408622,0.7214363,318.0997925,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.1394196,318.0038452,343.6655884,365.5428162,319.8851013,274.8542175,0.0000000,170.4504547,42.4764824,1.2575898,4.0044136,1.8499451,32.8,72.7,51.9,-172.3,4.00,25.5,72.2,51.7,-175.6,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,160,269,5.5,-5.0,267.4950562,170.4393616,368.1559143,303.9218750,42.7498512,4.9309864,0.7310224,313.9362488,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,141.6078339,314.5034180,339.6931458,361.3742065,316.4266357,271.9968262,0.0000000,168.7875214,42.0923462,1.2432467,3.9972336,1.8351163,31.7,73.6,51.9,-172.0,4.00,24.4,73.5,51.7,-175.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,160,270,5.5,-5.1,267.2900696,169.9630737,367.7574768,303.7658386,41.8578720,4.6689692,0.6845953,313.4655151,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,141.1475220,313.9129944,339.0547791,360.6564636,315.9248352,271.3899841,0.0000000,168.1453400,41.2046509,1.2421821,3.7860079,1.7446575,30.4,72.9,51.9,-171.6,4.00,23.3,72.7,51.7,-174.9,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,160,271,5.5,-5.1,264.4149475,167.5673523,363.3926086,300.3692627,38.9933929,4.0364466,0.5990332,309.8877869,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.7011566,310.3191833,335.1249084,356.6101990,312.7420654,268.7161255,0.0000000,165.8973083,38.5272980,1.2001392,3.3157711,1.5198855,29.3,74.1,51.9,-171.4,4.00,22.1,74.1,51.7,-174.6,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,160,272,5.5,-5.1,261.6727600,165.8483734,358.6947021,297.1528015,37.7775383,3.8972852,0.5838675,305.4664612,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.0971985,306.3343201,330.8214111,352.0696411,309.0066223,265.7648010,0.0000000,164.1709747,37.3997307,1.1786563,3.2019968,1.4604428,28.1,73.1,52.0,-171.0,4.00,20.9,73.3,51.8,-174.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,160,273,5.4,-5.1,256.8042603,162.7979889,350.9770508,291.3879089,36.4007301,3.7791171,0.5824024,298.6463318,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,134.3428192,300.2448120,324.3701782,345.2540588,303.4699402,261.1506958,0.0000000,161.1965942,36.0664330,1.1456875,3.1197493,1.3829391,26.8,74.5,52.0,-170.7,4.00,19.8,72.3,51.8,-174.0,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,160,274,5.4,-5.1,256.6234131,162.1448212,350.7767639,291.4804993,37.0663071,3.7707059,0.5528533,298.3508301,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,133.5157318,300.1386719,324.2211609,345.2526550,303.7970886,261.1460266,0.0000000,160.7283020,36.7161713,1.0736943,3.0869684,1.4109519,25.6,73.5,52.0,-170.4,4.00,18.6,73.9,51.8,-173.7,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,160,278,5.4,-5.1,258.4087219,158.7062378,354.9954224,295.6071167,33.7503433,4.0625272,0.6527715,301.7667236,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,127.3869324,304.7121582,329.0147400,350.1853333,308.4468994,262.7788086,0.0000000,157.4326477,33.6767082,0.8042083,3.4825382,1.4972633,20.3,74.4,52.1,-169.2,4.00,13.7,76.5,51.9,-172.4,4.00,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,54,160,287,5.3,-5.2,261.6159058,159.8358307,361.7052002,300.3319397,34.7965736,4.2988105,0.6955193,307.6193542,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,129.7533722,312.5019226,336.5468140,357.5446472,313.5355835,265.9117432,0.0000000,158.8148499,35.2127838,1.0863147,3.8019669,1.6033754,7.1,76.7,52.4,-166.4,4.00,1.9,78.5,52.1,-169.6,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,55,161,258,5.6,-5.0,261.0467834,166.9574280,357.1307678,295.6837158,42.2619209,5.5538273,0.8819168,305.1726379,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.2693024,302.1634521,327.1624756,348.6555481,306.4288025,264.5001526,0.0000000,164.2540436,41.0511971,0.8775875,4.4724054,1.9039129,43.5,70.8,51.5,-175.4,4.00,36.3,70.9,51.4,-178.7,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,55,161,259,5.6,-5.0,262.9129028,167.9888306,360.6762085,298.1476135,42.6951675,5.7194433,0.9056417,308.6645203,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.4332733,306.5178833,331.6184387,353.0091553,309.7945862,266.9091492,0.0000000,165.6631927,41.6229591,0.9503915,4.6045485,1.9716867,42.6,71.4,51.5,-175.1,4.00,35.3,70.5,51.4,-178.4,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,161,260,5.6,-5.0,266.5490417,170.3049622,366.9461975,302.7850342,43.3580322,5.4433141,0.8412826,314.0845032,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140.8207245,312.7187805,337.9243469,359.5115356,315.0115967,271.0402527,0.0000000,168.3977814,42.4256134,1.0199300,4.3647604,1.9305862,41.6,70.9,51.5,-174.8,4.00,34.4,71.4,51.4,-178.1,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,161,261,5.5,-5.0,269.1523132,171.1594543,371.1740112,306.0282898,43.2552223,5.0475059,0.7558704,317.4533081,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,141.7220306,316.0093384,341.5718689,363.2954102,318.1162720,273.2255859,0.0000000,169.0808258,42.3272362,1.0824060,4.0812602,1.8632828,40.8,71.3,51.5,-174.5,4.00,33.4,70.9,51.4,-177.8,4.00,-0.07,630.8,
L,2021,03,16,8,16,8,5,16,7,54,161,262,5.5,-5.0,271.2070312,173.0573425,372.4839478,307.7262878,44.5797272,5.3240132,0.7897302,318.1741333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.8087921,316.8365479,342.8750000,365.3215942,320.3731689,275.7618408,0.0000000,171.2446594,43.6218758,1.1769354,4.2586727,1.9439688,39.8,72.1,51.5,-174.2,4.00,32.4,71.8,51.4,-177.5,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,54,161,263,5.5,-5.0,270.3255005,172.9086304,369.6953735,306.1896362,44.4952393,5.2472696,0.7704366,314.7621460,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.6671448,313.6236877,339.8630981,362.4482117,318.1930542,274.4507751,0.0000000,170.7729034,43.4545898,1.1503670,4.1874447,1.9057728,38.8,71.9,51.5,-173.9,4.00,31.4,71.4,51.4,-177.1,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,161,264,5.5,-5.0,265.4010010,170.5910187,361.3523865,299.9812012,43.9999733,5.4250193,0.8248935,306.9640808,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,141.6671143,306.5670166,332.5302734,355.1369324,312.3303223,270.1642761,0.0000000,168.8400879,43.1649132,1.1108359,4.3753467,1.9394486,37.8,72.4,51.5,-173.5,4.00,30.4,72.2,51.4,-176.9,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,265,5.5,-5.1,263.1697388,169.8809814,358.6054688,297.4763794,44.4480476,5.6456618,0.8714190,305.0007324,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,141.2277222,304.1070862,329.5119934,351.4485779,308.8306274,267.2782593,0.0000000,167.7359772,43.2870216,1.1081179,4.5564604,1.9830974,36.7,72.1,51.6,-173.2,4.00,29.4,71.8,51.4,-176.5,4.00,-0.06,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,266,5.5,-5.1,271.6236572,173.9364014,371.7086792,307.6895752,44.7698174,5.3811998,0.7961294,316.4984131,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,144.7604065,315.2500610,341.3640747,363.9649353,319.4259033,275.4828796,0.0000000,171.7049713,43.6883011,1.2038740,4.3007703,1.9272877,35.7,72.6,51.6,-172.9,4.00,28.3,72.9,51.4,-176.2,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,161,267,5.5,-5.1,271.8896790,173.3682556,373.9543457,308.7478943,43.9203415,5.0929756,0.7468846,318.9300537,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,144.3965454,318.2992554,344.0412598,366.1625061,320.6031189,275.7108154,0.0000000,171.2985687,42.9375153,1.2857296,4.0585032,1.8436842,34.6,72.4,51.6,-172.6,4.00,27.2,72.2,51.4,-175.9,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,268,5.4,-5.1,272.6167603,173.6350708,376.2496338,310.0355530,44.1289444,5.0774016,0.7324597,321.2294617,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,144.8104553,321.3471985,346.8978271,368.7702942,322.4241638,276.8425598,0.0000000,171.8274536,43.2914047,1.3643372,4.0691385,1.8897763,33.4,73.2,51.6,-172.3,4.00,26.1,71.6,51.5,-175.6,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,161,269,5.4,-5.1,269.8079834,171.8529663,371.8379822,306.4046936,42.1338196,4.6287575,0.6710265,317.5338440,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.0136261,317.7218933,342.9218140,364.6654663,318.9270630,274.1988831,0.0000000,170.1675415,41.4495430,1.3238856,3.7349989,1.7216790,32.3,72.8,51.7,-172.0,4.00,25.0,72.9,51.5,-175.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,161,270,5.4,-5.1,264.8800659,168.4532776,363.9845581,300.4716797,39.9722786,4.3429594,0.6344179,310.5165100,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,139.4223480,310.6961670,335.6224670,357.0972595,312.8519897,269.3185730,0.0000000,166.6897278,39.3111725,1.1981878,3.5316839,1.6103783,31.1,73.5,51.7,-171.6,4.00,23.9,72.1,51.5,-174.9,4.00,-0.06,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,271,5.4,-5.1,263.9251099,166.5407715,361.5804443,299.5488892,36.6987495,3.9389863,0.5899112,307.7322083,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.9583130,308.4004211,333.3661804,355.1173706,311.7325745,268.1460876,0.0000000,164.6549683,36.0876961,1.1238648,3.2252786,1.4400172,30.0,72.8,51.7,-171.3,4.00,22.8,73.4,51.5,-174.6,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,272,5.4,-5.1,258.7767334,164.0347595,353.4778442,293.4039612,36.7257385,3.6995499,0.5592812,300.7342224,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.2223816,301.5225525,325.7925110,346.6703186,304.5950623,262.2318115,0.0000000,161.8535004,36.2134895,1.1175846,3.0576675,1.3732764,28.8,73.9,51.7,-171.0,3.99,21.6,72.6,51.5,-174.3,3.99,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,273,5.4,-5.1,263.8951111,166.7011566,362.2543030,300.0542297,38.3144493,3.8925133,0.5759972,308.8229675,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.5406799,309.5187988,334.0156860,355.2687378,311.8312378,267.5568237,0.0000000,164.8098297,37.9301796,1.2364715,3.2205355,1.4814714,27.6,74.9,51.7,-170.7,4.00,20.5,74.2,51.5,-174.0,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,161,274,5.4,-5.2,265.4060364,166.9153595,366.6280518,302.7575684,38.9360619,3.9611354,0.5564401,313.2160645,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.1927948,315.2986755,339.8504333,360.9623413,316.3224487,270.5469055,0.0000000,166.1508789,38.7053490,1.1480205,3.2255282,1.5345746,26.3,74.3,51.8,-170.4,4.00,19.2,73.4,51.5,-173.7,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,161,278,5.3,-5.2,258.8580322,159.9244232,355.4017334,295.6329346,33.5955315,4.3933573,0.7578840,302.1602478,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,129.0255127,304.0374146,328.2200928,349.2579346,307.3898926,262.2612305,0.0000000,157.9623260,33.3114052,0.8916128,3.8327758,1.5371853,20.9,75.5,51.9,-169.2,4.00,14.3,75.4,51.6,-172.4,4.00,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,279,5.3,-5.2,259.6452637,159.6749725,356.3610840,296.8353577,33.6167488,4.0896220,0.6762957,302.6795654,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,128.9143524,305.5869446,330.1071167,351.2955322,309.2878723,263.5072327,0.0000000,158.1017761,33.4123306,0.9463456,3.5257442,1.4655769,19.6,74.6,51.9,-168.9,4.00,13.0,73.9,51.6,-172.1,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,280,5.3,-5.2,257.6767578,157.4448853,353.4067383,294.9002991,33.4212341,3.9049158,0.6192982,299.9738464,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,126.9434052,302.8956604,327.2486267,348.4754028,307.0933228,261.3194580,0.0000000,155.7275696,33.2370491,0.9463507,3.3271124,1.4210147,18.2,76.2,51.9,-168.6,3.99,11.7,76.9,51.7,-171.8,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,281,5.3,-5.2,257.3780518,156.2887268,352.4542542,294.6037598,31.7130890,3.7621343,0.6110566,298.5622253,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,125.4835358,301.6009216,326.1295166,347.5745544,306.6697083,260.7892761,0.0000000,154.5004883,31.5591774,0.8708460,3.1939988,1.3260628,16.7,75.0,52.0,-168.2,4.00,10.4,75.4,51.7,-171.5,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,282,5.3,-5.3,256.4022217,155.0214691,351.2343140,293.6328125,30.9700298,3.9529371,0.6851975,297.6554260,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,124.1464844,300.8504639,325.4122009,346.8317566,306.0722046,260.0765381,0.0000000,153.4389954,30.9798336,0.8549068,3.4530396,1.3739207,15.3,77.2,52.0,-167.9,4.00,9.1,73.1,51.7,-171.2,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,54,161,287,5.2,-5.3,260.1355896,160.2102814,357.5825500,297.9099731,36.2194901,4.8851275,0.8312389,303.4495850,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,130.7996368,308.0333557,332.3121033,353.5841370,310.9200134,264.3701477,0.0000000,159.1926117,36.5853500,1.2368315,4.3666158,1.7766811,7.9,78.7,52.2,-166.4,4.00,2.5,72.6,51.8,-169.6,4.00,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,54,162,260,5.5,-5.0,271.3598328,174.0780792,371.3899231,307.4841003,45.2058105,5.5368791,0.8397149,316.9647827,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,144.6457214,315.4312439,341.3953247,363.9360046,319.6105042,275.6128235,0.0000000,172.0226440,44.1061249,1.1032156,4.4608727,1.9902463,42.2,71.3,51.2,-174.8,4.00,34.9,71.1,51.1,-178.1,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,261,5.5,-5.1,270.5982971,173.1444855,370.9472656,306.8159790,44.8433418,5.3704138,0.7972876,317.0117188,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.8622131,315.7494812,341.8459473,364.2387390,319.7227783,275.4111938,0.0000000,171.4784088,43.9098167,1.1163763,4.2977176,1.9527613,41.2,70.9,51.2,-174.5,4.00,34.0,70.7,51.1,-177.8,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,262,5.5,-5.1,263.1986389,169.9537506,358.3172607,297.1244202,44.8688354,5.6971211,0.8674183,305.5001526,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,141.3411255,304.5928040,329.9363403,352.0305176,309.5230713,268.0512695,0.0000000,168.1831207,43.7430916,1.0611583,4.5693069,1.9761021,40.3,71.6,51.3,-174.1,3.98,33.0,71.5,51.1,-177.5,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,162,263,5.4,-5.1,272.2829285,174.6459045,371.3317261,308.2068787,45.0664139,5.2314982,0.7617427,315.6636963,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,145.0621948,314.3724060,340.9266357,363.9178467,319.9322205,276.3307190,0.0000000,172.4411163,43.8468246,1.0633919,4.1469007,1.8894851,39.3,72.3,51.3,-173.9,4.00,32.0,70.9,51.1,-177.2,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,264,5.4,-5.1,267.6835327,172.2989807,365.1000977,302.6416016,45.1030350,5.6480594,0.8617072,310.7611389,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.0481567,309.2046814,335.0026245,357.4782104,314.1000977,271.5871277,0.0000000,170.2132416,44.0812454,1.0247340,4.5755582,2.0125806,38.4,71.7,51.3,-173.5,4.00,31.0,72.0,51.2,-176.9,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,265,5.4,-5.1,267.6460571,172.4169006,366.3031616,302.9553223,44.7023582,5.3006716,0.7818533,312.4914551,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.0072632,310.8134460,336.3008118,358.2225342,314.2367554,271.4794617,0.0000000,170.1568909,43.5205307,0.9898852,4.2426581,1.9067372,37.3,72.6,51.3,-173.2,4.00,29.9,71.5,51.2,-176.5,4.00,-0.06,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,266,5.4,-5.1,275.5480347,175.9708405,379.4526672,313.0518799,45.0315285,5.0614104,0.7175599,324.0156860,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,145.9313354,323.1531067,349.1111755,371.5320129,325.2190857,279.6537781,0.0000000,174.0002136,43.9887009,1.0366230,4.0248923,1.8628682,36.3,73.2,51.3,-172.9,4.00,28.9,72.5,51.2,-176.2,4.00,-0.06,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,267,5.4,-5.1,277.2574463,176.6615753,382.5975647,315.3317261,44.7267303,4.9046736,0.6960584,326.7886353,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,146.5828400,326.5649109,352.5654907,374.8640747,327.8847961,281.4836731,0.0000000,174.9006195,43.9029198,1.0926865,3.9242377,1.8446674,35.2,72.7,51.3,-172.6,4.00,27.8,71.9,51.2,-175.9,4.00,-0.06,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,268,5.4,-5.1,273.0947571,173.8927917,376.3253479,310.1986694,43.4542885,4.9817038,0.7272623,321.8219299,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,143.8034210,321.3169556,346.6972961,368.7332764,322.7482300,277.3385925,0.0000000,172.1795349,42.6930542,1.0439734,4.0469694,1.8487713,34.1,73.7,51.4,-172.3,4.00,26.8,73.1,51.2,-175.6,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,269,5.4,-5.2,269.7034607,169.1632233,372.0455017,306.8516846,38.7478714,4.3819532,0.6480497,317.7230225,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.3428345,317.8760986,343.2133789,364.9225769,319.3235168,273.8002014,0.0000000,167.3552551,38.2098045,1.0027975,3.5825093,1.6202130,33.0,73.1,51.4,-172.0,4.00,25.6,72.5,51.2,-175.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,162,270,5.4,-5.2,269.1208191,168.9878235,370.5440369,306.1318665,37.5885849,4.2394090,0.6396092,315.8963623,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.2058563,315.9736633,341.2515259,363.0552673,317.8846741,272.6560059,0.0000000,166.6974030,37.0206184,1.0640810,3.4724085,1.5546944,31.9,74.0,51.4,-171.7,3.99,24.5,73.8,51.2,-175.0,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,162,271,5.3,-5.2,266.4795532,167.5545807,367.6702576,303.3771057,37.1464767,3.9693575,0.6014394,313.6913452,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.5261230,314.8011169,339.8434143,361.3452148,316.3842773,271.2260132,0.0000000,166.2322998,36.7579994,1.1810062,3.2449012,1.4546422,30.6,73.5,51.4,-171.3,3.98,23.4,72.8,51.2,-174.6,3.99,-0.07,632.2,
