Land/Sea,ERA5Year,ERA5Month,ERA5Day,ERA5Hour,MODIS_Day,MODIS_Hour,MODIS_Minute,VIIRSDay,VIIRSHour,VIIRSMinute,iPos,jPos,DeltaTime1,DeltaTime2,B1_MODIS,B2_MODIS,B3_MODIS,B4_MODIS,B5_MODIS,B6_MODIS,B7_MODIS,B8_MODIS,B9_MODIS,B10_MODIS,B11_MODIS,B12_MODIS,B13_MODIS,B14_MODIS,B15_MODIS,B16_MODIS,B17_MODIS,B18_MODIS,B19_MODIS,B1_VIIRS,B2_VIIRS,B3_VIIRS,B4_VIIRS,B5_VIIRS,B6_VIIRS,B7_VIIRS,B8_VIIRS,B9_VIIRS,B10_VIIRS,B11_VIIRS,VZA_MODIS,VAA_MODIS,SZA_MODIS,SAA_MODIS,CLM_MODIS,VZA_VIIRS,VAA_VIIRS,SZA_VIIRS,SAA_VIIRS,CLM_VIIRS,NDVI,dTime
L,2021,03,16,8,16,8,5,16,7,55,158,259,5.8,-4.8,246.8295898,157.4599915,334.4382629,278.2077942,37.1132164,5.0112576,0.8425765,284.5294189,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,127.5683823,283.0791931,307.3598328,328.4878235,289.7161865,251.7093201,0.0000000,155.2299652,35.9604492,0.6882342,4.0541201,1.6205654,40.9,71.1,52.2,-175.1,3.97,33.5,70.1,52.1,-178.4,4.00,-0.07,630.8,
L,2021,03,16,8,16,8,5,16,7,55,158,260,5.7,-4.8,257.0953369,162.2834625,351.2851257,291.4118042,38.5138969,4.7243824,0.7348292,298.9117737,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,131.7302856,297.1016235,322.1802368,343.7832031,302.2243958,260.7960815,0.0000000,159.7138062,37.5264778,0.7515425,3.8343079,1.6599423,40.0,71.7,52.2,-174.8,4.00,32.6,71.0,52.1,-178.1,4.00,-0.08,630.8,
L,2021,03,16,8,16,8,5,16,7,55,158,261,5.7,-4.8,261.2654114,165.0730591,359.2011108,296.8817444,39.7729263,4.5002103,0.6698372,306.4505005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,134.7549438,305.1925964,330.3063660,351.7984009,308.5426331,265.3452148,0.0000000,162.8162689,38.9362335,0.8376357,3.5855186,1.6432056,39.0,71.2,52.2,-174.5,4.00,31.6,71.9,52.1,-177.8,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,262,5.7,-4.8,262.9472046,167.0113983,361.4995117,298.5990295,41.6646461,4.9674082,0.7507954,308.8251343,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.0610504,307.3392944,332.4386292,353.9231873,310.2793884,266.8717346,0.0000000,164.8479309,40.8389702,0.9266415,3.9993122,1.8202108,38.0,72.1,52.3,-174.2,4.00,30.6,71.4,52.1,-177.4,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,263,5.7,-4.8,261.8369446,166.8861084,359.9832458,297.4974365,43.0479927,5.5896010,0.8789227,307.2168884,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.4825287,306.1144409,331.0999146,352.4043274,309.0303040,265.8658752,0.0000000,164.7440338,42.1333847,1.0030661,4.5704603,2.0236206,36.9,71.6,52.3,-173.8,4.00,29.6,72.4,52.1,-177.1,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,264,5.7,-4.8,262.8316956,166.7618408,361.1808167,298.8204956,42.0394363,5.2423997,0.8092330,307.7335510,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.3262939,306.7488403,331.8573914,353.3476562,309.9215698,266.3928833,0.0000000,164.3713531,41.1069870,1.0486032,4.2873492,1.9098371,36.0,72.2,52.3,-173.6,4.00,28.6,71.9,52.2,-176.8,4.00,-0.07,630.8,
L,2021,03,16,8,16,8,5,16,7,55,158,265,5.7,-4.8,263.9499817,167.4263000,362.2697754,299.8171387,42.1587753,5.2757978,0.7990929,308.4979858,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.0089111,307.6578979,333.1096497,354.8419495,311.2936401,267.6936646,0.0000000,165.1067657,41.2369308,1.1050036,4.2828517,1.9148955,34.8,72.0,52.3,-173.2,4.00,27.5,71.2,52.2,-176.5,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,266,5.7,-4.9,264.3607788,167.3412170,362.9064026,300.2814636,41.0279655,4.9694242,0.7511100,308.9024353,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.8032684,308.2542419,333.6860352,355.5279541,311.8987122,268.1242371,0.0000000,165.0250244,40.0904579,1.1114116,4.0225248,1.8007717,33.8,72.7,52.3,-172.9,4.00,26.5,72.4,52.2,-176.2,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,267,5.7,-4.9,263.9636841,167.4068909,361.6076355,299.7771912,40.9236259,4.8672395,0.7287235,307.5412292,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.9666901,307.3403015,332.7958984,354.5705872,311.3921509,267.8608093,0.0000000,165.2693176,40.2169189,1.1072519,3.9689686,1.7887881,32.7,73.5,52.3,-172.6,4.00,25.3,71.7,52.2,-175.9,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,268,5.6,-4.9,265.4337463,168.0616913,363.9378357,301.7884521,40.2090034,4.2137127,0.6080308,309.2723083,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.6675110,309.9119263,335.4193726,357.4589233,313.9325562,269.5934143,0.0000000,166.2046509,39.5679970,1.1268303,3.3750801,1.5845942,31.6,73.1,52.4,-172.3,4.00,24.3,73.1,52.2,-175.6,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,269,5.6,-4.9,261.4483643,165.8181458,356.8244629,296.5686035,39.9040070,4.4649830,0.6676895,303.1131897,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.5023193,303.9824219,329.3186646,351.1783447,308.9846497,265.9744263,0.0000000,164.1656342,39.3119507,1.0487427,3.6016083,1.6266687,30.4,72.6,52.4,-172.0,4.00,23.2,72.2,52.2,-175.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,270,5.6,-4.9,263.9154663,166.3108063,361.5482788,300.0850220,39.4763527,4.3714051,0.6584290,307.1676331,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.5343628,307.6713562,332.9814453,354.8370972,311.8578491,267.6781311,0.0000000,164.2382507,38.8157349,1.0112031,3.5397804,1.6111808,29.2,73.3,52.4,-171.7,4.00,22.0,73.7,52.2,-174.9,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,271,5.6,-4.9,263.4421997,165.6261444,362.2763367,300.2180481,39.4007072,4.2852387,0.6364220,308.3200073,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.9758606,309.3112793,334.2572937,355.6568298,311.9868164,267.1894531,0.0000000,163.7268829,38.8684196,1.0205023,3.5049534,1.6123549,28.0,74.5,52.4,-171.4,4.00,20.8,73.0,52.2,-174.6,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,272,5.6,-4.9,264.5424194,166.3801727,364.6318359,301.7953491,40.2284393,4.4339161,0.6440068,310.5946350,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.8090363,311.9829407,336.7492981,358.0268555,313.8600159,268.4872742,0.0000000,164.5449066,39.6335030,1.0500122,3.6043186,1.6874856,26.7,73.9,52.5,-171.1,4.00,19.7,74.6,52.2,-174.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,273,5.6,-5.0,262.3429871,164.7771149,361.6139526,299.2344666,39.1585693,4.3760557,0.6621315,308.5890503,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.6566467,310.0768433,334.3762512,355.4267273,311.8373413,266.5788574,0.0000000,163.2755432,38.7872162,1.1333240,3.6205797,1.6412281,25.5,75.0,52.5,-170.8,4.00,18.5,73.7,52.3,-174.0,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,274,5.6,-5.0,264.4562683,165.5472870,364.4961243,301.9987793,38.1676331,4.2882357,0.6633527,310.8968506,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.4007111,312.8298645,337.3275452,358.5131531,314.8158569,268.6440430,0.0000000,164.1554565,37.9367180,1.1877813,3.5610983,1.5989470,24.2,74.4,52.5,-170.4,4.00,17.3,72.8,52.3,-173.7,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,275,5.6,-5.0,265.1628723,166.0440979,365.0527649,303.0379333,39.3647423,4.8995667,0.7754225,311.3388367,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137.1217194,313.8092651,338.1443481,359.4259033,315.8099365,269.2772522,0.0000000,164.7906952,39.1579399,1.2376666,4.1490836,1.8156431,23.0,75.5,52.5,-170.1,4.00,16.1,74.6,52.3,-173.4,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,55,158,276,5.5,-5.0,265.0860291,165.3496094,364.6295776,303.1074829,38.5930328,4.9306526,0.8142995,310.3581848,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.8927002,313.0404663,337.6533813,358.9391174,315.4562988,268.8560791,0.0000000,163.9380646,38.4089622,1.1069499,4.2073207,1.7815591,21.6,74.8,52.6,-169.8,4.00,14.8,73.5,52.3,-173.1,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,54,158,277,5.5,-5.0,256.0635071,160.1793671,350.5184937,291.8652954,36.5301704,4.7814612,0.8032499,298.0320740,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,130.9501801,299.9873047,323.8610840,344.8002319,303.5953064,259.9341736,0.0000000,158.6419678,36.3520241,0.9826933,4.1460223,1.6873466,20.2,74.0,52.6,-169.5,4.00,13.6,75.8,52.3,-172.8,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,158,278,5.5,-5.0,249.2337494,157.4038544,340.0768433,283.4152527,37.4513016,5.2066350,0.8967333,289.0425720,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,129.1105957,291.8930969,315.0524597,335.4754639,295.5085754,253.7399597,0.0000000,156.4170837,37.4678802,0.9990476,4.6333203,1.8222836,18.9,75.3,52.6,-169.2,4.00,12.4,74.3,52.3,-172.5,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,158,284,5.5,-5.1,258.8954468,157.8154297,358.3194275,297.4143066,31.6445026,3.5971279,0.5923594,305.0686035,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,126.4990158,309.2400513,333.1851196,353.6943665,310.0975037,262.8623962,0.0000000,156.5581512,31.9042015,0.7365643,3.1730242,1.3549359,10.3,79.0,52.8,-167.4,3.99,4.6,72.9,52.5,-170.6,4.00,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,54,158,285,5.4,-5.1,259.2875061,157.9268036,359.4288940,298.0863953,31.6412544,3.4077153,0.5299500,305.9485168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,126.8709106,310.8984985,334.8088989,355.4802246,311.5229187,263.7920532,0.0000000,157.0337219,32.0277290,0.7920096,2.9424722,1.2955250,8.8,77.4,52.8,-167.1,4.00,3.3,81.1,52.5,-170.3,4.00,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,54,158,286,5.4,-5.1,253.4019165,154.7217712,350.9367065,291.1093140,34.1138306,4.7890477,0.8494748,298.6815491,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,124.3598709,302.6378174,325.8013611,345.8176880,303.0129700,256.8437805,0.0000000,153.2630005,34.4857330,0.8372321,4.3438315,1.7218149,7.3,74.4,52.9,-166.7,3.97,2.0,74.8,52.5,-170.0,3.94,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,55,159,259,5.7,-4.8,259.9619141,164.0385437,355.8977051,295.0123901,39.3088951,4.8061528,0.7329060,303.2642212,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,133.8277740,301.6294556,326.9577637,348.8153381,306.6387939,264.0617981,0.0000000,161.6598816,38.3778725,0.8504955,3.8528290,1.7020111,41.4,70.6,52.0,-175.1,4.00,34.2,71.1,51.9,-178.4,3.99,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,55,159,260,5.7,-4.8,261.7476807,166.0075073,358.3372498,296.8794556,41.7245522,5.2406173,0.8048112,305.4679565,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.1863556,303.7964478,329.2454224,351.0522156,308.4591675,265.7757874,0.0000000,163.6987305,40.6859665,0.9083295,4.2472787,1.8850988,40.6,71.0,52.0,-174.8,4.00,33.2,70.7,51.9,-178.1,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,261,5.7,-4.9,257.9987488,164.9224854,352.7577209,292.0601196,42.5808868,5.8393302,0.9418347,301.2188110,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.7589569,299.3012390,324.0328369,345.2914429,303.4115601,261.9349365,0.0000000,162.6013184,41.5130577,0.9575443,4.7635574,2.0361168,39.6,71.6,52.0,-174.5,3.94,32.2,71.7,51.9,-177.8,3.95,-0.07,630.8,
L,2021,03,16,8,16,8,5,16,7,55,159,262,5.7,-4.9,262.8775024,167.9913177,360.7851562,298.3106995,43.3056870,5.5287981,0.8657015,307.8215637,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.7969971,306.3776550,331.6281128,353.1174927,309.7651062,266.8930054,0.0000000,165.7980194,42.3009377,1.0399933,4.4739790,1.9791780,38.6,71.4,52.0,-174.2,4.00,31.2,71.1,51.9,-177.4,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,263,5.6,-4.9,267.7459106,170.0542145,368.5536194,304.4469299,42.8110313,4.9850430,0.7395996,314.3143616,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140.7423401,313.4158630,339.0205994,360.9753113,316.4032593,271.8145142,0.0000000,167.9180450,41.9147072,1.1440475,3.9830687,1.8335673,37.6,72.0,52.0,-173.9,4.00,30.2,71.9,51.9,-177.1,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,264,5.6,-4.9,267.1828003,169.6928558,367.8497009,303.7878113,42.9913139,5.2838254,0.8059881,314.0588684,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140.6433411,313.0312500,338.5821228,360.3127441,315.7536316,271.0858459,0.0000000,167.5909271,42.1107750,1.1919720,4.2813649,1.9258368,36.5,71.6,52.0,-173.6,4.00,29.2,71.6,51.9,-176.8,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,265,5.6,-4.9,266.2395935,169.0544281,365.4527893,302.4183655,43.0051003,5.3926330,0.8179789,311.2626648,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,139.8904877,310.1750793,335.7271423,357.6821289,313.8094177,269.6669922,0.0000000,166.5721283,41.9895096,1.1502796,4.3683329,1.9481612,35.5,72.3,52.0,-173.2,4.00,28.1,72.6,51.9,-176.5,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,266,5.6,-4.9,265.6848755,168.8327026,364.3593140,301.6465149,42.6052704,5.4459267,0.8327891,310.0268250,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,139.7129517,309.2467651,334.8270264,356.6866455,312.8719482,269.2083435,0.0000000,166.4933624,41.6754456,1.1908879,4.4267249,1.9553348,34.4,71.9,52.1,-172.9,4.00,27.1,72.1,51.9,-176.2,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,55,159,267,5.6,-4.9,265.0104065,168.8590698,362.3686829,300.2715149,42.7438202,5.4136515,0.8218127,308.0120850,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,139.9894867,308.1352844,333.6243896,355.5310364,312.1252136,269.0648499,0.0000000,166.7803650,41.9272308,1.1985418,4.3980212,1.9466594,33.3,72.5,52.1,-172.6,4.00,26.0,73.3,51.9,-175.9,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,268,5.6,-5.0,255.3012390,163.5374756,347.0190430,288.0262756,41.0715523,5.0166450,0.7857696,295.7875366,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.7258911,294.8660278,318.8851318,339.5079651,298.7790833,259.1231689,0.0000000,161.5009308,40.2924385,1.1703609,4.1182303,1.7757947,32.2,73.6,52.1,-172.3,3.95,24.9,72.6,52.0,-175.6,3.99,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,269,5.6,-5.0,267.7731934,169.1964874,368.4338684,304.6723938,40.7904396,4.3098316,0.6196926,313.8230286,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,139.8536072,314.2564392,339.8006287,361.6752014,317.1661987,272.0131531,0.0000000,167.4855194,40.2102928,1.1502935,3.4692264,1.6328796,31.0,73.1,52.2,-172.0,4.00,23.8,71.8,52.0,-175.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,159,270,5.6,-5.0,265.9076538,168.3394623,365.7617188,302.6143188,41.4103165,4.6505394,0.6912767,311.7005310,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,139.1979828,312.6271667,337.6485291,359.2413025,314.9035034,270.0664673,0.0000000,166.6425629,40.7656021,1.1538237,3.7670135,1.7407917,29.9,74.0,52.2,-171.7,4.00,22.7,73.1,52.0,-174.9,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,55,159,271,5.5,-5.0,264.0087891,167.1616516,363.1400146,300.4259033,40.3920937,4.4027777,0.6512280,309.3598328,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.1946869,310.2518311,335.0585632,356.2941895,312.3186951,267.9326477,0.0000000,165.3548126,39.8260460,1.1503658,3.5868738,1.6537552,28.7,73.3,52.2,-171.4,4.00,21.5,72.2,52.0,-174.6,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,159,272,5.5,-5.0,261.2694397,165.3192444,359.3692322,297.1712036,38.8599281,3.9993153,0.5766748,306.5454102,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.6070099,307.3410339,331.6897583,352.7409058,309.3203430,265.4794922,0.0000000,163.6631622,38.3865128,1.1638353,3.2471702,1.5140717,27.5,74.3,52.2,-171.1,4.00,20.3,74.0,52.0,-174.3,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,159,273,5.5,-5.0,260.8999634,164.6893311,358.4898987,296.8614502,37.6356926,3.9098990,0.5796559,305.4082336,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.9111786,306.8608704,331.2684326,352.2810974,309.1863403,265.2297974,0.0000000,163.1685181,37.3245239,1.1651995,3.2207234,1.4829738,26.2,73.9,52.2,-170.8,4.00,19.2,72.8,52.0,-174.0,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,159,274,5.5,-5.0,260.7921143,163.3521729,357.7498169,297.0593872,36.3495369,3.9111626,0.5836667,304.6447449,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,134.2271729,306.1983643,330.5021667,351.6870728,309.1957397,264.7420654,0.0000000,161.5956421,36.0462646,1.1449730,3.2361846,1.4657140,24.9,75.0,52.3,-170.4,4.00,17.9,74.9,52.0,-173.7,4.00,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,54,159,275,5.5,-5.0,262.0953369,163.4827728,359.7507935,299.0740051,36.7760162,4.1215358,0.6241952,306.1506653,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,134.0727386,308.3187866,332.7095337,353.9216003,311.3532104,265.9542847,0.0000000,161.8672028,36.5085258,1.0870384,3.4201283,1.5226086,23.6,74.3,52.3,-170.1,4.00,16.7,73.9,52.1,-173.4,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,54,159,276,5.5,-5.1,264.0659180,164.4272766,362.8788452,301.6280823,36.4336205,3.9271877,0.5983446,309.0965271,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,134.6114197,311.0612793,335.7142639,357.0908508,314.2106323,268.0742798,0.0000000,162.9476624,36.2680206,1.0051664,3.2654696,1.4644361,22.3,75.5,52.3,-169.8,3.98,15.5,72.6,52.1,-173.1,4.00,-0.08,631.5,
L,2021,03,16,8,16,8,5,16,7,54,159,277,5.5,-5.1,267.3558350,166.8534546,367.7451172,305.6947632,38.4085197,4.4690661,0.7111163,312.8583374,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,136.8036041,315.7551270,340.6979675,362.5743713,318.9591370,271.9024963,0.0000000,165.8822784,38.3749733,1.0035530,3.8179724,1.6854689,20.9,74.8,52.3,-169.5,3.99,14.3,74.8,52.1,-172.8,4.00,-0.08,632.2,
L,2021,03,16,8,16,8,5,16,7,54,159,278,5.5,-5.1,251.4158630,158.2041931,342.7795105,286.1578979,39.6264267,5.4549780,0.9218196,291.2617493,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,129.5741577,293.9851074,317.4635315,338.0552063,298.0763855,255.4827271,0.0000000,156.9696350,39.6146736,0.9408267,4.7976031,1.9513201,19.6,73.9,52.4,-169.2,3.96,13.0,73.5,52.1,-172.4,4.00,-0.07,632.2,
L,2021,03,16,8,16,8,5,16,7,54,159,284,5.4,-5.1,260.4783325,157.3634644,360.5350952,299.4166565,33.4339905,5.1874404,0.9283350,306.4807129,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,125.6100006,310.7373657,335.0026245,356.0458984,312.4154053,264.4623413,0.0000000,156.0128632,33.7077637,0.7896457,4.7437429,1.8280271,10.9,75.5,52.6,-167.3,4.00,5.3,80.2,52.2,-170.6,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,54,159,285,5.4,-5.2,260.8439026,157.1641846,362.0449829,300.3430176,35.1528931,5.2112632,0.9009202,307.9351807,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,125.9226608,312.2339172,336.4851685,357.5832825,313.5175781,264.9163818,0.0000000,156.0507660,35.5414009,0.8791756,4.7150297,1.8813663,9.5,79.0,52.6,-167.0,4.00,3.9,76.9,52.3,-170.3,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,54,159,286,5.4,-5.2,253.1995239,152.8203583,351.0516357,291.3087158,34.0946465,4.9746900,0.8598526,298.4443665,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,122.3483505,302.8785706,326.5346985,346.7944336,304.1131592,257.2368774,0.0000000,151.6534576,34.4489632,0.8861766,4.4882436,1.7946746,7.9,77.2,52.6,-166.7,3.99,2.6,70.0,52.3,-170.0,3.99,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,54,159,287,5.4,-5.2,257.4782104,154.9824982,356.9808655,296.2200928,32.3792915,4.6057024,0.8053361,303.7359314,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,123.8882294,308.4796753,332.3833313,353.0390625,309.4568787,261.7696533,0.0000000,153.8230896,32.7520180,0.8701448,4.1617913,1.6439680,6.5,81.5,52.7,-166.4,4.00,1.3,89.8,52.3,-169.6,4.00,-0.09,632.2,
L,2021,03,16,8,16,8,5,16,7,55,160,259,5.6,-4.9,258.0589600,164.7475433,351.4049377,291.7467957,42.4458046,6.1987500,1.0111425,299.3655396,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,135.5287781,298.5194397,323.7288208,345.4911499,304.0354004,262.7835083,0.0000000,162.5191040,41.1822968,0.9834296,5.0210037,2.0894413,42.0,71.0,51.7,-175.1,3.99,34.7,70.8,51.6,-178.4,3.99,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,160,260,5.6,-4.9,254.0564728,163.2567902,345.7177124,286.7280579,42.3512039,6.2387910,1.0224726,295.1060486,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,134.6819153,293.3638611,317.8862305,339.0531616,298.4208679,258.7026062,0.0000000,161.1767883,41.2397881,1.0248706,5.0905843,2.0738697,41.1,71.6,51.7,-174.8,3.99,33.8,70.3,51.6,-178.1,3.99,-0.07,631.5,
L,2021,03,16,8,16,8,5,16,7,55,160,261,5.6,-4.9,262.3594055,167.7839508,360.3229065,297.7551575,43.3125267,5.8170280,0.9235291,307.8894043,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138.8955841,307.0868530,332.2015686,353.7083130,310.2792664,267.3547668,0.0000000,166.1318665,42.4955978,1.1006148,4.7658496,2.0598595,40.2,72.2,51.7,-174.5,4.00,32.8,71.2,51.6,-177.8,4.00,-0.07,630.8,
